Subject Activity variable value
10 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.0549276242264151
10 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0227527702016383
10 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0418715409263158
10 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.20253457287037
10 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0346980210431818
10 Laying MeanBodyBodyGyroJerkMagnitudeFrequency -0.031121624137931
11 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.134053215101695
11 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.146633747092593
11 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.132371684891304
11 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.188531695981132
11 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.127198423404255
11 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.112620189964912
12 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.03608428788
12 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0702503820961538
12 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0561050624630435
12 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.0885640696078431
12 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.0395382767304918
12 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.2750431984
13 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.131299718666667
13 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.207507170584727
13 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0950820341687234
13 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.0757773858163265
13 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.0524856614035088
13 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.598884988709677
14 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.422495268474576
14 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.49508872037037
14 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.392555882222222
14 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency -0.0945970534814815
14 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.338174888666667
14 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.83656291
15 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.0757356734814815
15 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0811803405
15 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0788822410992857
15 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.00281565980440678
15 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0645975994528302
15 Laying MeanBodyBodyGyroJerkMagnitudeFrequency -0.0369192905555556
16 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.217351194313725
16 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.379059698039216
16 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.225382496382979
16 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.0892682200463768
16 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.166737468166667
16 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.893884468571429
17 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.190265949622951
17 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.298171464166667
17 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.160962985956522
17 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency -0.135803881679687
17 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.202687757012821
17 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.722657502112676
18 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.0609313415892857
18 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.106112549189655
18 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0493636733454545
18 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.161877417894737
18 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.0485767106575342
18 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.605495317692308
19 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.0898428797307692
19 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.2210087627
19 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.126146868942821
19 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.489126594657534
19 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.130643717849315
19 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.68762385253012
20 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.035130214
20 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.130117634791765
20 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0282591579777778
20 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.151679135228788
20 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0708655286023288
20 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.477573305
21 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.220947960192308
21 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.309735038510638
21 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.187870253333333
21 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency -0.0567766060705882
21 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.207685689775281
21 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.788251027111111
22 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.0233780056086957
22 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0957978990316667
22 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0412987957222222
22 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.315551492322581
22 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0323824977714286
22 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.771903907083333
23 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.160763360338983
23 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.35593445
23 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.153671532259259
23 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.0630111556279412
23 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.223631180906765
23 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.918782825277778
24 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.140910029827586
24 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.227134869152542
24 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.140123155018182
24 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.109559621020588
24 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.0530585403536232
24 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.683839909722222
25 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.188416273486486
25 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.108230986684615
25 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.21879595837931
25 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.167140956385077
25 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.201182106486486
25 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.526353818315068
26 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.108738699508475
26 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.00199310572363636
26 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.1539063202
26 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.314387627435897
26 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0884142682297297
26 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.614523405921053
27 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.126210937305263
27 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.294642640196078
27 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.140047614122727
27 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.276417431042857
27 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.00557416876082625
27 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.84539238027027
28 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.125912861222222
28 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.265207858431373
28 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.121477255782609
28 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.135402566816667
28 Standing MeanBodyBodyGyroJerkMagnitudeFrequency -0.0385830501632911
28 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.0157570025
29 Walking MeanBodyBodyGyroJerkMagnitudeFrequency 0.0955792142264151
29 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0443786011771429
29 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0919650454166667
29 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.286256063666667
29 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0316145849747692
29 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.590452224057971
30 Walking MeanBodyBodyGyroJerkMagnitudeFrequency -0.00392556384476923
30 WalkingUpstairs MeanBodyBodyGyroJerkMagnitudeFrequency -0.0221401100714154
30 WalkingDownstairs MeanBodyBodyGyroJerkMagnitudeFrequency 0.0288081674653226
30 Sitting MeanBodyBodyGyroJerkMagnitudeFrequency 0.34476602
30 Standing MeanBodyBodyGyroJerkMagnitudeFrequency 0.0243044362542373
30 Laying MeanBodyBodyGyroJerkMagnitudeFrequency 0.681459210714286
1 Walking MeanBodyBodyGyroMagnitudeFrequency -0.976609642526316
1 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.956367027924528
1 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.950559811632653
1 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.968457145744681
1 Standing MeanBodyBodyGyroMagnitudeFrequency -0.99376298509434
1 Laying MeanBodyBodyGyroMagnitudeFrequency -0.8968300184
2 Walking MeanBodyBodyGyroMagnitudeFrequency -0.972693201355932
2 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.934407739791667
2 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.940361759574468
2 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.979988760869565
2 Standing MeanBodyBodyGyroMagnitudeFrequency -0.986685818703704
2 Laying MeanBodyBodyGyroMagnitudeFrequency -0.959014441458333
3 Walking MeanBodyBodyGyroMagnitudeFrequency -0.97777159137931
3 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.944040819322034
3 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.950061129591837
3 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.957324457884615
3 Standing MeanBodyBodyGyroMagnitudeFrequency -0.982020428032787
3 Laying MeanBodyBodyGyroMagnitudeFrequency -0.982512193064516
4 Walking MeanBodyBodyGyroMagnitudeFrequency -0.983826494833333
4 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.958495235576923
4 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.955258881333333
4 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.9814052948
4 Standing MeanBodyBodyGyroMagnitudeFrequency -0.972908355892857
4 Laying MeanBodyBodyGyroMagnitudeFrequency -0.921199965925926
5 Walking MeanBodyBodyGyroMagnitudeFrequency -0.979348381428571
5 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.95357996893617
5 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.950490938510638
5 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.983137541590909
5 Standing MeanBodyBodyGyroMagnitudeFrequency -0.974088206071429
5 Laying MeanBodyBodyGyroMagnitudeFrequency -0.945695336153846
6 Walking MeanBodyBodyGyroMagnitudeFrequency -0.977779896491228
6 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.959399425098039
6 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.9544062675
6 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.988872369272727
6 Standing MeanBodyBodyGyroMagnitudeFrequency -0.985583066842105
6 Laying MeanBodyBodyGyroMagnitudeFrequency -0.887746310350877
7 Walking MeanBodyBodyGyroMagnitudeFrequency -0.979851271403509
7 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.932823053333333
7 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.964875962978723
7 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.957082433333333
7 Standing MeanBodyBodyGyroMagnitudeFrequency -0.987917503962264
7 Laying MeanBodyBodyGyroMagnitudeFrequency -0.914221270096154
8 Walking MeanBodyBodyGyroMagnitudeFrequency -0.974752050208333
8 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.926673287804878
8 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.945766561578947
8 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.966757967173913
8 Standing MeanBodyBodyGyroMagnitudeFrequency -0.987690217222222
8 Laying MeanBodyBodyGyroMagnitudeFrequency -0.918873192333333
9 Walking MeanBodyBodyGyroMagnitudeFrequency -0.980971973653846
9 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.954383557142857
9 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.952141220714286
9 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.9552804062
9 Standing MeanBodyBodyGyroMagnitudeFrequency -0.989103160444444
9 Laying MeanBodyBodyGyroMagnitudeFrequency -0.9218210626
10 Walking MeanBodyBodyGyroMagnitudeFrequency -0.974435158113208
10 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.959216072340425
10 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.939267613157895
10 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.973128354074074
10 Standing MeanBodyBodyGyroMagnitudeFrequency -0.991259485
10 Laying MeanBodyBodyGyroMagnitudeFrequency -0.954531941896552
11 Walking MeanBodyBodyGyroMagnitudeFrequency -0.98110101440678
11 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.953463105740741
11 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.954497498695652
11 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.988069341132075
11 Standing MeanBodyBodyGyroMagnitudeFrequency -0.994529398085106
11 Laying MeanBodyBodyGyroMagnitudeFrequency -0.97956560245614
12 Walking MeanBodyBodyGyroMagnitudeFrequency -0.97911312
12 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.960246289807692
12 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.959504017391304
12 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.985203642352941
12 Standing MeanBodyBodyGyroMagnitudeFrequency -0.985314210491803
12 Laying MeanBodyBodyGyroMagnitudeFrequency -0.936458309333333
13 Walking MeanBodyBodyGyroMagnitudeFrequency -0.97254492245614
13 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.946441502363636
13 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.952643084042553
13 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.981379112653061
13 Standing MeanBodyBodyGyroMagnitudeFrequency -0.992232401754386
13 Laying MeanBodyBodyGyroMagnitudeFrequency -0.957875244677419
14 Walking MeanBodyBodyGyroMagnitudeFrequency -0.974816884237288
14 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.928523640925926
14 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.919098794
14 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.976280399444444
14 Standing MeanBodyBodyGyroMagnitudeFrequency -0.972005366333333
14 Laying MeanBodyBodyGyroMagnitudeFrequency -0.862136937254902
15 Walking MeanBodyBodyGyroMagnitudeFrequency -0.978397287962963
15 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.952562395625
15 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.942806478333333
15 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.982620883728814
15 Standing MeanBodyBodyGyroMagnitudeFrequency -0.988432084716981
15 Laying MeanBodyBodyGyroMagnitudeFrequency -0.961509742916667
16 Walking MeanBodyBodyGyroMagnitudeFrequency -0.982469595490196
16 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.948413552745098
16 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.957785118085106
16 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.980158243333333
16 Standing MeanBodyBodyGyroMagnitudeFrequency -0.985359689871795
16 Laying MeanBodyBodyGyroMagnitudeFrequency -0.963761977857143
17 Walking MeanBodyBodyGyroMagnitudeFrequency -0.980983351639344
17 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.949460372291667
17 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.950026242173913
17 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.99019661703125
17 Standing MeanBodyBodyGyroMagnitudeFrequency -0.985751365769231
17 Laying MeanBodyBodyGyroMagnitudeFrequency -0.961063222394366
18 Walking MeanBodyBodyGyroMagnitudeFrequency -0.983010882678571
18 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.961738807068966
18 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.960404874545455
18 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.994043771403509
18 Standing MeanBodyBodyGyroMagnitudeFrequency -0.994270075205479
18 Laying MeanBodyBodyGyroMagnitudeFrequency -0.982715987538462
19 Walking MeanBodyBodyGyroMagnitudeFrequency -0.9698614625
19 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.916495992
19 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.899726139487179
19 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.969355010136986
19 Standing MeanBodyBodyGyroMagnitudeFrequency -0.992411542465753
19 Laying MeanBodyBodyGyroMagnitudeFrequency -0.958959611084337
20 Walking MeanBodyBodyGyroMagnitudeFrequency -0.970327266470588
20 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.931405014313725
20 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.940458075111111
20 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.985829034393939
20 Standing MeanBodyBodyGyroMagnitudeFrequency -0.981916942054795
20 Laying MeanBodyBodyGyroMagnitudeFrequency -0.928674215147059
21 Walking MeanBodyBodyGyroMagnitudeFrequency -0.969576355384615
21 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.940911635531915
21 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.940194827777778
21 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.992936404470588
21 Standing MeanBodyBodyGyroMagnitudeFrequency -0.982906668876405
21 Laying MeanBodyBodyGyroMagnitudeFrequency -0.945905270555556
22 Walking MeanBodyBodyGyroMagnitudeFrequency -0.969643448043478
22 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.94063384047619
22 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.941242334722222
22 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.972009988709677
22 Standing MeanBodyBodyGyroMagnitudeFrequency -0.992827298253968
22 Laying MeanBodyBodyGyroMagnitudeFrequency -0.928781249027778
23 Walking MeanBodyBodyGyroMagnitudeFrequency -0.977230903898305
23 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.933344481568627
23 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.950790837407407
23 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.984536722205882
23 Standing MeanBodyBodyGyroMagnitudeFrequency -0.984610385
23 Laying MeanBodyBodyGyroMagnitudeFrequency -0.947948758194444
24 Walking MeanBodyBodyGyroMagnitudeFrequency -0.983132400344828
24 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.962190567457627
24 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.961845327454545
24 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.989660149852941
24 Standing MeanBodyBodyGyroMagnitudeFrequency -0.992197591884058
24 Laying MeanBodyBodyGyroMagnitudeFrequency -0.960412164305556
25 Walking MeanBodyBodyGyroMagnitudeFrequency -0.979499263243243
25 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.950878450307692
25 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.964470066724138
25 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.988879980615385
25 Standing MeanBodyBodyGyroMagnitudeFrequency -0.993148267702703
25 Laying MeanBodyBodyGyroMagnitudeFrequency -0.829554947808219
26 Walking MeanBodyBodyGyroMagnitudeFrequency -0.980055651016949
26 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.962011392181818
26 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.9627219918
26 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.965082925641026
26 Standing MeanBodyBodyGyroMagnitudeFrequency -0.992678782162162
26 Laying MeanBodyBodyGyroMagnitudeFrequency -0.944472488552632
27 Walking MeanBodyBodyGyroMagnitudeFrequency -0.979866136842105
27 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.956433874705882
27 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.946975165
27 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.982445738
27 Standing MeanBodyBodyGyroMagnitudeFrequency -0.994012162875
27 Laying MeanBodyBodyGyroMagnitudeFrequency -0.971183862702703
28 Walking MeanBodyBodyGyroMagnitudeFrequency -0.976693902592593
28 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.944697800196078
28 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.956921542391304
28 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.989132499583333
28 Standing MeanBodyBodyGyroMagnitudeFrequency -0.990059426582279
28 Laying MeanBodyBodyGyroMagnitudeFrequency -0.970599089375
29 Walking MeanBodyBodyGyroMagnitudeFrequency -0.978253538867925
29 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.954189013061225
29 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.9417361925
29 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.984679151833333
29 Standing MeanBodyBodyGyroMagnitudeFrequency -0.996764227384615
29 Laying MeanBodyBodyGyroMagnitudeFrequency -0.972939889855073
30 Walking MeanBodyBodyGyroMagnitudeFrequency -0.979752466923077
30 WalkingUpstairs MeanBodyBodyGyroMagnitudeFrequency -0.954033624307692
30 WalkingDownstairs MeanBodyBodyGyroMagnitudeFrequency -0.958890388709677
30 Sitting MeanBodyBodyGyroMagnitudeFrequency -0.978364712258065
30 Standing MeanBodyBodyGyroMagnitudeFrequency -0.996420919152542
30 Laying MeanBodyBodyGyroMagnitudeFrequency -0.979563942714286
1 Walking MeanBodyBodyJerkMagnitudeFrequency -0.971305961473684
1 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.952849233207547
1 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.937018658979592
1 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.935517055957447
1 Standing MeanBodyBodyJerkMagnitudeFrequency -0.981225957924528
1 Laying MeanBodyBodyJerkMagnitudeFrequency -0.90772000676
2 Walking MeanBodyBodyJerkMagnitudeFrequency -0.972116879661017
2 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.92376745375
2 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.940068525531915
2 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.956750273043478
2 Standing MeanBodyBodyJerkMagnitudeFrequency -0.97419442037037
2 Laying MeanBodyBodyJerkMagnitudeFrequency -0.988211865208333
3 Walking MeanBodyBodyJerkMagnitudeFrequency -0.962355639482759
3 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.909825953898305
3 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.946094637755102
3 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.903923008269231
3 Standing MeanBodyBodyJerkMagnitudeFrequency -0.957425321803279
3 Laying MeanBodyBodyJerkMagnitudeFrequency -0.981202749677419
4 Walking MeanBodyBodyJerkMagnitudeFrequency -0.967963221
4 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.923376019038462
4 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.932066041111111
4 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.93272710386
4 Standing MeanBodyBodyJerkMagnitudeFrequency -0.917613464821429
4 Laying MeanBodyBodyJerkMagnitudeFrequency -0.969816635740741
5 Walking MeanBodyBodyJerkMagnitudeFrequency -0.961585474821429
5 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.900511719787234
5 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.912363420851064
5 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.939942979795454
5 Standing MeanBodyBodyJerkMagnitudeFrequency -0.931973943392857
5 Laying MeanBodyBodyJerkMagnitudeFrequency -0.985964053846154
6 Walking MeanBodyBodyJerkMagnitudeFrequency -0.964248568070175
6 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.912900683137255
6 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.93357760125
6 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.960875994727273
6 Standing MeanBodyBodyJerkMagnitudeFrequency -0.96844910122807
6 Laying MeanBodyBodyJerkMagnitudeFrequency -0.959161956491228
7 Walking MeanBodyBodyJerkMagnitudeFrequency -0.969404155087719
7 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.939774255490196
7 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.952678693617021
7 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.945436264583333
7 Standing MeanBodyBodyJerkMagnitudeFrequency -0.966162998679245
7 Laying MeanBodyBodyJerkMagnitudeFrequency -0.955543549230769
8 Walking MeanBodyBodyJerkMagnitudeFrequency -0.956781505625
8 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.931032068536585
8 WalkingDownstairs MeanBodyBodyJerkMagnitudeFrequency -0.941580934473684
8 Sitting MeanBodyBodyJerkMagnitudeFrequency -0.937462301369565
8 Standing MeanBodyBodyJerkMagnitudeFrequency -0.958904114074074
8 Laying MeanBodyBodyJerkMagnitudeFrequency -0.957990036481482
9 Walking MeanBodyBodyJerkMagnitudeFrequency -0.971242423076923
9 WalkingUpstairs MeanBodyBodyJerkMagnitudeFrequency -0.901317321632653
